custID,age,region,job,marital,education,default,balance,housing,loan
C04882,30,West Midlands,others,married,primary,no,527,yes,no
C04883,35,North West,entrepreneur,married,secondary,no,407,yes,no
C04886,34,London,technician,married,secondary,no,1027,yes,no
C04888,31,South East,others,married,secondary,no,3693,yes,no
C04889,33,East of England,technician,single,secondary,no,57,no,no
C04891,33,London,technician,single,secondary,no,3093,yes,no
C04892,59,Yorkshire and the Humber,retired,married,primary,no,48,yes,yes
C04894,33,South West,management,married,tertiary,no,862,no,no
C04895,32,North West,technician,single,secondary,no,1081,yes,no
C04896,23,South East,others,single,secondary,no,10,yes,no
C04897,33,West Midlands,others,married,secondary,no,1888,yes,yes
C04899,31,North West,admin,single,secondary,no,728,yes,no
C04900,25,North West,services,single,secondary,no,-312,yes,no
C04901,37,South East,technician,single,tertiary,no,207,yes,no
C04902,34,South East,admin,married,secondary,no,1943,no,no
C04904,35,South East,technician,single,tertiary,no,1584,yes,no
C04905,31,North West,technician,others,tertiary,no,2659,yes,no
C04906,33,South East,others,married,primary,no,164,yes,no
C04907,31, ,technician,married,tertiary,no,5017,yes,no
C04908,28,North West,services,single,,no,-81,yes,yes
C04910,35,North West,technician,married,secondary,no,662,yes,no
C04911,34,South East,management,single,tertiary,no,0,yes,no
C04913,32,North West,technician,single,secondary,no,334,yes,no
C04914,37,South East,services,married,secondary,yes,-1109,yes,no
C04915,35, ,entrepreneur,married,tertiary,no,326,yes,no
C04917,37,South East,technician,single,secondary,no,1408,yes,no
C04918,27,West Midlands,others,married,secondary,no,1860,yes,no
C04919,39,South East,others,married,primary,no,900,yes,no
C04921,34,South East,services,single,secondary,no,1345,yes,no
C04922,40,North West,others,single,secondary,no,1240,yes,no
C04924,32,South East,others,single,primary,no,648,yes,no
C04925,31,South East,management,married,tertiary,no,1465,no,yes
C04926,35,North West,management,single,tertiary,no,1215,yes,no
C04927,38,East of England,others,single,primary,no,407,yes,no
C04928,48,South East,technician,others,tertiary,no,-158,yes,no
C04929,37,East of England,services,married,secondary,no,471,yes,no
C04931,27,South East,others,single,secondary,no,0,yes,no
C04932,33,London,admin,married,secondary,no,2591,yes,no
C04933,31,South East,others,single,secondary,no,67,yes,no
C04934,33, ,others,married,secondary,no,1084,yes,no
C04935,36,South East, ,married,secondary,no,-1014,yes,yes
C04936,37,South East,technician,married,secondary,no,1686,yes,yes
C04939,30,South West,services,married,tertiary,no,1605,yes,no
C04941,34,London,technician,single,secondary,no,1106,yes,no
C04943,36,London,admin,married,secondary,no,1113,yes,no
C04945,36,West Midlands,management,married,tertiary,no,584,yes,no
C04946,37,North West,others,married,primary,no,237,yes,no
C04947,49,London,others,others,primary,no,2630,yes,no
C04948,31,South West,admin,married,secondary,no,10214,yes,no
C04949,36,South East,others,married,primary,no,697,yes,no
C04950,31,East of England,services,married,secondary,no,610,yes,yes
C04951,29,London,admin,married,secondary,no,800,yes,no
C04953,32,South East,technician,married,secondary,no,2128,yes,no
C04954,31,East of England,technician,single,tertiary,no,2194,no,yes
C04955,37,Yorkshire and the Humber,others,single,secondary,no,15298,yes,no
C04956,34,South East,others,married,secondary,no,723,yes,no
C04957,35,London,management,married,tertiary,no,1553,no,no
C04960,31,West Midlands,technician,married,secondary,no,164,yes,no
C04961,41,London,management,single,tertiary,no,1414,yes,no
C04962,31,South East,services,married,secondary,no,1036,yes,no
C04964,33,South East,technician,married,primary,no,6,no,no
C04965,52,South East,others,married,secondary,no,336,yes,no
C04966,32,South East,others,single,secondary,no,17838,no,no
C04967,32,West Midlands,technician,married,secondary,no,1048,yes,no
C04968,32,North West,entrepreneur,married,tertiary,no,5192,yes,no
C04971,36,South East,management,single,tertiary,no,2173,yes,no
C04973,32,West Midlands,technician,married,secondary,no,1615,yes,no
C04974,34,West Midlands,management,married,tertiary,no,0,yes,no
C04975,27,East of England,services,married,secondary,no,1515,yes,yes
C04976,33,London,management,married,tertiary,no,12964,yes,no
C04977,36,South East,management,married,,no,-41,yes,yes
C04978,37,South East,others,married,primary,no,3770,yes,no
C04979,32,Yorkshire and the Humber,others,single,secondary,no,506,yes,no
C04980,32,South East,others,single,secondary,no,3135,yes,no
C04981,29,North West,others,single,secondary,no,0,no,no
C04983,33,South East,self-employed,others,secondary,no,1037,yes,no
C04984,31,London,technician,married,tertiary,no,1640,yes,no
C04986,31,South East,admin,single,tertiary,no,1841,yes,no
C04988,38,North West,management,married,tertiary,no,251,yes,no
C04989,35,North West,others,married,secondary,no,538,yes,no
C04990,37,London,management,married,tertiary,no,636,yes,yes
C04993,32,North West,management,married,secondary,no,7229,yes,yes
C04994,28,North West,admin,married,secondary,no,198,yes,yes
C04995,29,South East,management,married,secondary,no,-650,yes,yes
C04996,21,South East,student,single,secondary,no,270,yes,no
C04998,34,North West,others,married,secondary,no,6167,yes,no
C04999,35,South East,management,single,tertiary,no,83,yes,no
C05000,32,London,technician,single,,no,369,yes,no
C05001,32,North West,management,single,tertiary,no,847,yes,no
C05002,38,North West,services,married,tertiary,no,-141,yes,no
C05003,29,North West,management,single,tertiary,no,384,yes,no
C05004,31,West Midlands,management,single,tertiary,no,959,yes,no
C05005,36,East of England,management,single,tertiary,no,287,no,no
C05006,30,South East,technician,others,secondary,no,3605,yes,no
C05007,33,South East,self-employed,married,tertiary,no,1513,yes,no
C05008,32,North West,others,married,primary,no,33779,yes,yes
C05009,27,South East,others,single,secondary,no,1487,yes,yes
C05010,38,London,self-employed,married,tertiary,no,680,yes,no
C05011,38,East of England,management,married,tertiary,no,73,yes,no
C05012,28,London, ,married,secondary,no,998,yes,no
C05014,34,West Midlands,services,single,secondary,no,676,yes,no
C05016,35,London,technician,married,secondary,no,1,yes,yes
C05017,38,West Midlands,self-employed,single,secondary,no,1333,yes,no
C05018,34,North West,technician,single,secondary,no,1269,yes,no
C05020,30,South East,management,married,tertiary,no,613,yes,yes
C05021,31,North West,services,single,secondary,no,559,yes,no
C05022,29,London,admin,single,secondary,no,6641,yes,yes
C05023,31,South East,management,married,tertiary,no,2041,yes,no
C05026,34,London,technician,single,tertiary,no,348,yes,no
C05027,39,London,others,single,secondary,no,2280,no,no
C05028,38,South East,management,married,tertiary,no,147,yes,no
C05029,27,London,management,single,secondary,no,1124,yes,no
C05030,28,West Midlands,management,married,tertiary,no,459,no,no
C05031,33,North West,technician,single,secondary,no,278,yes,no
C05032,48,South East,others,others,primary,no,393,yes,no
C05033,32,South East,others,married,primary,no,1029,yes,no
C05034,32,South East,others,married,secondary,no,656,yes,no
C05036,34,South East,services,married,secondary,no,701,yes,yes
C05038,32,East of England,others,married,secondary,no,-378,yes,yes
C05039,31,South East,services,married,secondary,no,498,yes,no
C05040,32,Yorkshire and the Humber,others,married,secondary,no,0,yes,yes
C05041,28,London,others,single,primary,no,840,yes,no
C05042,33,North West,management,single,tertiary,no,629,yes,yes
C05043,30, ,services,married,secondary,no,816,yes,no
C05044,39,East of England,technician,married,secondary,no,5167,yes,no
C05046,39,East of England,services,married,secondary,no,0,yes,yes
C05047,24,Yorkshire and the Humber,services,single,secondary,no,-172,yes,no
C05048,34,East of England,management,single,tertiary,no,1997,yes,no
C05051,33,West Midlands,others,married,primary,no,877,yes,no
C05052,58,South East,entrepreneur,married,tertiary,no,8370,yes,no
C05054,28,North West, ,married,tertiary,no,307,yes,no
C05055,32,South West,others,single,secondary,no,6107,yes,no
C05056,30,South East,technician,single,tertiary,no,1499,yes,no
C05057,28,East of England,others,married,secondary,no,-133,yes,no
C05058,32,London,technician,single,tertiary,no,5424,yes,no
C05059,37,South East,others,married,primary,no,6562,yes,no
C05060,29,South East,others,single,secondary,no,517,yes,no
C05062,28,South East,services,single,secondary,no,405,yes,no
C05063,36,South East,admin,others,secondary,no,901,yes,no
C05064,37,London,others,single,,no,-133,yes,no
C05065,35,West Midlands,management,married,tertiary,no,1897,yes,no
C05066,33,South East,technician,single,secondary,no,364,yes,no
C05067,34,London,entrepreneur,single,secondary,no,0,yes,yes
C05068,35,South East,others,married,primary,no,4033,yes,no
C05069,24,East of England,others,single,secondary,no,199,yes,no
C05070,35,London,others,married,primary,no,527,yes,no
C05071,40, ,others,married,primary,no,649,yes,yes
C05073,38,East of England,others,single,primary,no,-116,yes,no
C05074,35,London,technician,married,secondary,no,502,yes,no
C05076,34,East of England,others,married,secondary,no,259,yes,no
C05078,36,South East,self-employed,single,tertiary,no,5526,yes,no
C05081,39,East of England,others,married,secondary,no,6806,yes,no
C05082,26,North West,services,single,secondary,no,216,yes,no
C05083,34,North West,others,married,secondary,no,2022,yes,yes
C05084,38,South East,entrepreneur,married,tertiary,no,7795,yes,no
C05085,35,London,others,married,primary,no,1367,yes,no
C05087,33,North West,management,single,tertiary,no,33,yes,no
C05088,38,South East,self-employed,married,secondary,no,-192,yes,no
C05089,31,East of England,admin,others,secondary,no,2667,yes,no
C05090,34,West Midlands,management,married,secondary,no,341,yes,no
C05091,33,London,management,married,secondary,no,708,yes,no
C05092,46,Yorkshire and the Humber,management,single,tertiary,no,-1008,yes,yes
C05094,35,North West,services,married,secondary,no,1531,yes,no
C05097,37,West Midlands,others,married,secondary,no,2114,yes,no
C05098,37,London,others,married,primary,no,631,yes,no
C05099,31,West Midlands,others,married,secondary,no,3835,yes,no
C05100,40,North West, ,single,secondary,no,2028,yes,no
C05101,34,North West,others,single,secondary,no,103,yes,yes
C05102,32,London,others,married,primary,no,-203,yes,no
C05103,36,North East,others,single,primary,no,23,yes,no
C05104,33, ,others,married,secondary,no,306,yes,no
C05106,31,West Midlands,others,married,secondary,no,1859,yes,no
C05107,32,North West,technician,single,secondary,no,749,yes,yes
C05108,53,North West,others,married,secondary,no,945,yes,no
C05109,39,East of England,management,married,tertiary,no,2641,yes,no
C05111,48,North West,others,married,primary,no,6240,yes,no
C05112,38,South East,others,married,secondary,no,1074,yes,no
C05113,33,South West,others,married,primary,no,279,yes,no
C05114,38,London,others,single,secondary,no,672,yes,no
C05115,30,North West,others,married,primary,no,1531,yes,no
C05118,46,South West,others,single,secondary,no,0,no,no
C05119,32,West Midlands,others,married,secondary,no,1070,yes,no
C05120,33,London,self-employed,married,tertiary,no,1797,yes,no
C05121,28,London,services,single,secondary,no,-497,yes,yes
C05122,38,North West,admin,married,secondary,no,4340,yes,no
C05123,33,London,technician,single,tertiary,no,10319,no,yes
C05124,37,North West,technician,single,secondary,no,9148,yes,no
C05125,32,East of England,management,single,tertiary,no,2042,yes,no
C05126,31,East of England,management,married,tertiary,no,5726,yes,no
C05127,32,South East,technician,married,secondary,no,4853,yes,no
C05128,34,West Midlands,others,married,secondary,no,419,yes,no
C05129,32,South East,services,married,secondary,no,297,yes,yes
C05130,34,South East,technician,others,primary,no,4353,yes,no
C05131,37,North West,management,married,tertiary,no,2564,no,no
C05132,31,London,technician,married,secondary,no,593,yes,no
C05133,30,West Midlands,others,married,,no,230,yes,no
C05136,33,London,admin,single,secondary,no,2069,yes,no
C05137,31,North West,technician,married,secondary,no,685,yes,yes
C05138,31,London,others,married,secondary,no,772,yes,yes
C05139,28,West Midlands,services,single,secondary,no,134,yes,no
C05141,38,London,others,single,secondary,no,866,yes,no
C05142,31,South East,admin,single,secondary,no,6427,yes,no
C05144,36,South East,others,married,secondary,no,398,yes,yes
C05146,36,East of England,admin,others,secondary,yes,-571,yes,yes
C05147,31,Yorkshire and the Humber,others,single,secondary,no,0,yes,no
C05148,34,East of England,services,married,secondary,no,333,yes,no
C05149,34,London,management,married,tertiary,no,4849,yes,no
C05150,32,London,admin,married,secondary,no,88,yes,no
C05151,31,North West,admin,single,tertiary,no,-226,no,no
C05152,33,North West,admin,married,secondary,no,1743,yes,no
C05153,34,East of England,others,single,primary,no,285,yes,no
C05154,35,North West,others,single,primary,no,57,yes,no
C05155,30,South East,technician,married,secondary,no,5503,yes,no
C05156,36,South East,others,married,primary,no,0,yes,no
C05157,26,North West,management,single,tertiary,no,1493,yes,no
C05158,44,South East,retired,married,primary,no,906,yes,no
C05161,39,North West,others,married,primary,no,660,yes,no
C05162,49,North West,others,married,secondary,no,1062,yes,yes
C05163,38,London,others,married,secondary,no,723,yes,no
C05165,25,East of England,services,single,secondary,no,-71,yes,no
C05167,31,North West,others,married,secondary,no,1323,yes,yes
C05168,37,West Midlands,management,married,tertiary,no,0,yes,yes
C05170,32,North West,others,married,primary,no,185,yes,no
C05171,34,London,others,married,primary,no,391,yes,no
C05174,36,London,others,married,secondary,no,510,yes,no
C05175,32,South East,others,married,secondary,no,910,yes,no
C05176,31,London,others,single,primary,no,-326,no,no
C05178,33,Yorkshire and the Humber,technician,others,secondary,no,5080,yes,no
C05179,30,West Midlands,others,single,secondary,no,167,yes,no
C05180,31,Yorkshire and the Humber,domestic worker,single,secondary,no,628,no,no
C05181,38, ,others,single,primary,no,-6,yes,no
C05182,30,London,others,single,secondary,no,1053,yes,yes
C05183,49,North West,others,married,secondary,no,1823,no,no
C05184,44,London,others,married,primary,no,998,yes,no
C05187,34,West Midlands,entrepreneur,married,secondary,no,3627,yes,no
C05188,27,London,others,single,primary,no,1765,yes,no
C05189,47,East of England,services,married,,no,5607,yes,no
C05190,35,South East,services,married,secondary,no,0,yes,no
C05191,40,London,management,single,tertiary,no,1620,yes,no
C05193,48,North West,management,married,tertiary,no,4873,no,no
C05196,38,North West,others,married,secondary,no,902,yes,no
C05197,33,South East,others,married,primary,no,1355,yes,no
C05198,37,Yorkshire and the Humber,management,married,tertiary,no,479,yes,no
C05199,57,London,management,others,tertiary,no,536,yes,no
C05201,37,East of England,management,married,tertiary,no,2108,yes,no
C05202,32,South East,management,single,tertiary,no,1359,yes,no
C05203,26,South East,entrepreneur,single,secondary,no,0,yes,no
C05204,33,West Midlands,others,married,primary,no,594,yes,no
C05205,46,South East,others,married,primary,no,381,yes,no
C05206,27,South East,services,single,secondary,no,301,yes,no
C05207,52,London,others,married,primary,no,147,no,no
C05208,36,London,technician,married,secondary,no,6863,yes,no
C05210,35,London,management,single,tertiary,no,3648,yes,no
C05213,35,North West,others,single,secondary,no,899,yes,no
C05214,30,East of England,services,single,secondary,no,464,yes,yes
C05215,52,East of England,management,married,secondary,no,201,no,no
C05216,36,East of England,others,single,secondary,no,802,yes,no
C05217,39,South East,services,married,primary,no,1862,yes,no
C05218,39,West Midlands,others,married,secondary,no,510,yes,no
C05219,33,London,management,married,secondary,no,3642,yes,no
C05220,32,North West,services,single,secondary,no,-474,yes,no
C05222,37,South East,technician,single,secondary,no,422,yes,no
C05224,33,London,technician,single,secondary,no,565,yes,no
C05225,33, ,technician,single,tertiary,no,691,yes,yes
C05226,32,South East,others,married,secondary,yes,114,no,yes
C05230,38,London,self-employed,single,tertiary,no,1066,yes,no
C05232,33,North East,technician,married,secondary,no,1028,yes,no
C05233,32,East of England,technician,married,secondary,no,683,yes,no
C05234,31,West Midlands,self-employed,single,tertiary,no,106,no,no
C05237,35,South West,others,married,primary,no,1156,yes,no
C05238,31,London,technician,single,tertiary,no,1988,yes,no
C05240,31,Yorkshire and the Humber,others,married,secondary,no,419,yes,no
C05242,36,East of England,management,married,tertiary,no,9958,yes,no
C05243,30,East of England,others,single,secondary,no,506,yes,yes
C05244,43,London,technician,single,tertiary,no,4934,yes,no
C05245,55,South East,others,married,secondary,no,1150,yes,yes
C05248,33,North East,others,married,secondary,no,29,yes,no
C05249,31,West Midlands,others,married,primary,no,240,yes,no
C05250,35,South East,technician,single,secondary,no,13283,yes,no
C05251,30,South East,others,married,primary,no,214,yes,no
C05252,35,South East,self-employed,others,tertiary,no,1574,yes,no
C05255,37,London,others,married,secondary,no,527,yes,yes
C05258,34,London,services,single,secondary,no,1441,yes,no
C05259,37,Yorkshire and the Humber,technician,married,secondary,no,0,yes,no
C05261,34,East Midlands,others,married,primary,no,2895,yes,no
C05262,37,North West,technician,single,secondary,no,7807,yes,no
C05264,34,London,technician,married,secondary,no,1702,yes,no
C05265,35,East of England,others,single,primary,no,105,yes,no
C05266,31,North West,others,married,secondary,no,830,yes,no
C05267,33,North West,others,married,primary,no,538,yes,no
C05270,30,East of England,technician,married,secondary,no,241,yes,no
C05271,30,London,management,single,tertiary,no,4613,yes,no
C05272,37,London,others,married,primary,no,4090,yes,no
C05274,33,London,others,married,secondary,no,7241,yes,no
C05275,34,South East,technician,married,secondary,no,1270,no,no
C05276,35,South East,services,others,secondary,no,458,yes,no
C05277,30,East of England,others,single,secondary,no,278,yes,no
C05278,40,North West,others,married,primary,yes,-592,yes,no
C05279,31,London,services,single,secondary,no,-37,yes,no
C05282,30,East of England,services,single,secondary,no,1917,yes,no
C05283,34,Yorkshire and the Humber,services,single,secondary,no,98,yes,no
C05284,30,London,others,married,secondary,no,323,yes,yes
C05285,32, ,services,single,secondary,no,2859,yes,yes
C05286,31,North West,technician,married,secondary,no,5745,yes,no
C05287,34,South East,others,others,secondary,no,4416,yes,no
C05288,30,North West,others,married,primary,no,694,yes,no
C05289,32,South East,management,single,secondary,no,-37,yes,no
C05290,37,North West,admin,married,secondary,no,610,yes,no
C05291,33,London,self-employed,married,tertiary,no,484,yes,yes
C05293,37,North West,admin,others,tertiary,no,5003,yes,no
C05294,32,North West,management,single,tertiary,no,3547,yes,no
C05296,34,North West,admin,single,secondary,no,6450,yes,no
C05297,35,West Midlands,management,single,tertiary,no,748,yes,no
C05298,33,West Midlands,technician,others,tertiary,no,-449,yes,no
C05302,32,South East,others,married,primary,no,810,yes,no
C05303,31,South East,self-employed,single,tertiary,no,17084,yes,no
C05305,30,London,management,single,tertiary,no,1445,yes,no
C05306,41,North West,self-employed,married,tertiary,no,-379,yes,yes
C05308,34,North West,admin,others,secondary,no,2493,yes,no
C05309,39,North West,management,married,secondary,no,1640,yes,no
C05310,33,West Midlands,management,married,,no,21334,yes,no
C05311,33,South East,technician,single,secondary,no,206,yes,no
C05313,35,South East,technician,married,secondary,no,338,no,no
C05314,34,South East,admin,single,secondary,no,2186,yes,no
C05315,31,West Midlands,management,married,tertiary,no,8,yes,no
C05316,39,East of England,technician,single,tertiary,no,24,yes,no
C05317,30,London,management,single,tertiary,no,158,yes,no
C05318,36,North West,technician,single,secondary,no,10544,yes,no
C05319,31,East of England,entrepreneur,single,secondary,no,185,yes,no
C05320,42,North West,services,married,primary,no,2973,yes,no
C05321,39,North West,technician,married,secondary,no,334,yes,no
C05323,34,North West,others,married,primary,no,664,yes,no
C05324,31,North West,admin,single,tertiary,no,0,yes,yes
C05326,44,South East,others,single,,no,0,yes,no
C05327,28,Yorkshire and the Humber,others,married,secondary,no,69,yes,yes
C05329,31,North West,entrepreneur,married,tertiary,no,0,yes,no
C05330,32,Yorkshire and the Humber,others,married,primary,no,262,yes,no
C05331,36,West Midlands,admin,married,secondary,no,-137,yes,yes
C05332,32,London,technician,single,tertiary,no,453,yes,no
C05334,36,North West,others,single,secondary,no,1358,yes,no
C05336,32,West Midlands,others,married,secondary,no,2964,yes,no
C05337,34, ,admin,married,secondary,no,92,yes,no
C05338,31,South East,management,single,tertiary,no,0,yes,no
C05339,32,West Midlands,others,married,primary,no,962,yes,no
C05340,39,South West,management,married,tertiary,no,14,yes,no
C05341,36,South East,others,married,primary,no,1131,yes,yes
C05343,34,London,others,married,secondary,no,2901,yes,no
C05344,35,London,management,married,secondary,no,394,yes,no
C05346,36,Yorkshire and the Humber,others,married,secondary,no,605,yes,no
C05348,36,North West,others,married,secondary,no,258,yes,no
C05349,33,London,self-employed,married,tertiary,no,-413,yes,no
C05350,31,London,management,others,tertiary,no,2098,yes,no
C05351,30,North East,others,married,secondary,no,294,yes,no
C05352,33,East of England,others,married,secondary,no,609,yes,no
C05353,29,South East,admin,single,secondary,no,153,no,no
C05354,36,North West,management,others,tertiary,yes,-1,yes,yes
C05355,47,Yorkshire and the Humber,technician,married,secondary,no,-466,yes,no
C05356,32,London,others,married,primary,no,477,yes,no
C05357,32,South East,technician,married,secondary,no,3669,yes,no
C05358,50,London,technician,married,tertiary,no,287,no,no
C05360,29,London,domestic worker,married,secondary,no,957,yes,no
C05361,24,North West,admin,single,tertiary,no,1327,yes,no
C05362,56,London,others,married,primary,no,286,yes,no
C05363,55,North West,others,married,,no,-119,yes,no
C05365,32,London,technician,single,tertiary,no,1409,yes,no
C05366,56,South East,retired,married,secondary,no,462,yes,no
C05367,32,North West,self-employed,married,primary,no,-7,no,no
C05368,28,South East,others,single,secondary,no,65,yes,no
C05369,34,West Midlands,others,single,secondary,no,1344,yes,no
C05370,36,South East,others,married,primary,no,-380,yes,yes
C05372,51,South East,management,others,secondary,no,-203,yes,yes
C05373,43,London,technician,others,secondary,no,410,yes,no
C05374,42,North West,admin,single,secondary,no,71,yes,no
C05377,28,South East,others,single,secondary,no,44,yes,no
C05378,52,Yorkshire and the Humber,admin,others,secondary,no,-243,yes,yes
C05379,44,South West,technician,others,,no,883,yes,no
C05380,38,North West,others,married,secondary,no,-47,yes,no
C05381,28,Yorkshire and the Humber,others,married,primary,no,5,yes,no
C05382,24,West Midlands,services,married,secondary,no,52,yes,yes
C05383,29,South East,services,married,secondary,no,-876,yes,yes
C05384,24,North West,technician,single,secondary,no,953,yes,no
C05385,32,South East,technician,others,tertiary,no,0,yes,yes
C05387,41,North West,technician,married,tertiary,no,-886,yes,yes
C05388,42,East of England,management,single,tertiary,no,491,yes,no
C05389,25,South East,others,married,secondary,no,59,yes,no
C05390,36,North West,admin,married,secondary,no,1862,yes,no
C05391,36,West Midlands,others,others,secondary,no,2649,yes,no
C05392,24,North West,services,married,secondary,yes,128,yes,no
C05393,32,North West,technician,single,tertiary,no,627,yes,yes
C05394,37,West Midlands,admin,single,secondary,no,-386,yes,no
C05396,29,South East,admin,single,secondary,no,544,yes,yes
C05397,43,South East, ,married,primary,no,279,yes,no
C05398,30,North West,services,married,secondary,no,2,no,yes
C05399,33,London,services,others,secondary,yes,394,yes,no
C05400,46,North West,management,single,secondary,no,343,yes,no
C05401,54,South West,technician,married,secondary,no,8433,no,no
C05402,36,North West,technician,married,secondary,no,1290,yes,no
C05403,40,East of England,management,others,tertiary,no,-371,yes,no
C05404,34,South East,technician,married,secondary,no,6457,yes,no
C05405,30,North West,services,single,secondary,no,217,yes,no
C05406,30, ,others,married,secondary,no,2419,yes,no
C05407,45,North West,management,married,tertiary,no,-371,yes,no
C05409,28,West Midlands,services,married,secondary,no,2458,no,yes
C05410,30,North West,others,single,primary,no,4662,yes,no
C05411,35,Yorkshire and the Humber,admin,others,secondary,no,673,yes,no
C05412,48,South East,technician,married,secondary,no,3653,no,no
C05413,35,South East,others,married,,no,-238,yes,no
C05415,38,North West,technician,single,secondary,no,-687,yes,no
C05416,55,East of England,technician,married,tertiary,no,512,no,no
C05417,32,East of England,others,others,,yes,-319,yes,yes
C05418,45,West Midlands,services,married,secondary,no,0,yes,yes
C05420,30,London,others,married,secondary,no,328,yes,yes
C05421,31,London,management,single,tertiary,no,-30,yes,yes
C05422,46,East of England,management,married,tertiary,no,-310,no,no
C05423,29,Yorkshire and the Humber,management,single,tertiary,no,428,yes,no
C05424,33,East of England,others,married,secondary,no,866,yes,no
C05427,47,London,services,married,secondary,no,444,yes,no
C05428,39,London,admin,others,secondary,no,3115,yes,yes
C05429,32,South East,others,single,secondary,no,3,yes,no
C05430,55,North West,technician,married,,no,5519,yes,no
C05431,41,South East,technician,single,secondary,no,35,no,no
C05432,39,East of England, ,married,secondary,no,-529,yes,no
C05435,30,Yorkshire and the Humber,management,married,tertiary,no,351,yes,yes
C05436,44,West Midlands,admin,married,,no,-348,yes,no
C05437,31,South East, ,single,tertiary,no,1873,yes,no
C05438,34,South East,management,married,tertiary,no,579,yes,no
C05439,32,North West,admin,married,secondary,no,0,no,no
C05440,26,Yorkshire and the Humber, ,married,tertiary,no,528,yes,yes
C05441,39,London,self-employed,others,secondary,no,0,yes,no
C05442,35,London,admin,others,secondary,no,35,no,no
C05443,35,South East,services,single,secondary,no,594,yes,yes
C05444,32,East of England,admin,single,secondary,no,148,yes,no
C05445,32,London,services,single,secondary,no,2256,yes,no
C05446,30,East of England,services,married,secondary,no,-126,yes,no
C05447,43,South East,admin,others,secondary,no,281,yes,no
C05448,29,North West,others,single,secondary,no,1177,yes,no
C05449,27,South West,admin,married,secondary,no,-457,yes,yes
C05450,27,South East,services,single,secondary,no,500,yes,no
C05451,33,North West,others,married,secondary,no,-959,yes,no
C05452,29,West Midlands,others,married,,no,157,yes,no
C05454,32,South East,management,married,tertiary,no,1770,yes,no
C05455,30,London,services,married,tertiary,no,608,yes,no
C05456,39,East of England,services,married,secondary,no,121,yes,no
C05457,35,North West,management,married,tertiary,no,397,yes,no
C05458,49,London,others,married,primary,no,4380,yes,no
C05459,32,London,management,married,tertiary,no,1938,yes,no
C05460,35,South East,others,married,secondary,no,500,yes,no
C05461,37,North West,others,married,,no,701,yes,no
C05462,45,South West,others,married,primary,no,0,no,no
C05464,40,London,admin,married,secondary,no,0,yes,no
C05466,36,Yorkshire and the Humber,admin,married,secondary,no,205,yes,no
C05467,42,South East,others,married,secondary,no,162,yes,no
C05469,32,East of England,management,married,tertiary,no,1920,yes,no
C05470,26,London,services,others,secondary,no,86,yes,no
C05471,45,South East,others,others,primary,no,-362,yes,no
C05472,35,London,admin,single,secondary,no,-480,yes,no
C05474,33,London,management,married,tertiary,no,373,yes,no
C05476,27,North West,admin,single,tertiary,no,2321,yes,no
C05477,39,West Midlands,technician,others,secondary,no,1421,yes,no
C05478,43,London,entrepreneur,married,secondary,yes,174,yes,yes
C05479,31,East of England,admin,single,tertiary,no,815,yes,no
C05481,53,North West,admin,married,secondary,no,-436,yes,no
C05482,31,Yorkshire and the Humber,services,single,secondary,no,7412,yes,no
C05483,36,South East,services,married,secondary,no,450,yes,no
C05484,45,South East,admin,married,secondary,no,173,yes,no
C05486,31,North West,entrepreneur,single,tertiary,no,174,yes,no
C05487,31,London,others,single,secondary,no,1579,yes,yes
C05488,36,North West,admin,married,secondary,no,714,yes,no
C05489,40,North West,services,married,secondary,no,-247,yes,yes
C05490,30,North West,technician,married,secondary,no,686,yes,no
C05491,35,South East,management,married,tertiary,no,9,yes,no
C05493,45,North West,others,married,secondary,no,71,yes,yes
C05494,41,West Midlands,technician,married,tertiary,no,-244,yes,yes
C05496,32,East of England,others,single,secondary,no,1560,yes,no
C05497,32,London,self-employed,single,secondary,no,5,yes,no
C05498,30,West Midlands,management,single,tertiary,no,583,yes,no
C05499,34,North West,others,single,secondary,no,149,yes,no
C05500,33,South East,others,married,secondary,no,1702,yes,no
C05502,34,South East,others,single,secondary,yes,-429,yes,no
C05504,36,West Midlands,technician,others,tertiary,no,0,no,no
C05508,34,North West,others,married,primary,no,183,yes,no
C05509,39,North West,services,married,primary,no,2269,yes,no
C05512,31,South East,technician,single,tertiary,no,495,yes,no
C05513,43,West Midlands,admin,single,secondary,no,-576,yes,yes
C05514,34,South East,admin,married,secondary,no,1220,yes,no
C05515,33,South East,others,married,secondary,no,538,yes,no
C05517,53,South East,self-employed,married,secondary,no,1,yes,yes
C05518,54,London,others,married,primary,no,-278,yes,no
C05519,31,Yorkshire and the Humber,entrepreneur,single,tertiary,no,1558,yes,no
C05521,54,West Midlands,others,married,secondary,no,-733,no,no
C05522,37,West Midlands,technician,married,secondary,no,590,yes,yes
C05527,35,North West,others,married,secondary,no,-536,no,no
C05528,33,London,others,married,secondary,no,0,no,no
C05529,39,London,technician,married,secondary,no,4236,yes,no
C05530,58,London,retired,married,primary,no,0,yes,no
C05531,43,South East,others,married,secondary,no,-164,yes,yes
C05533,49,South East,others,married,primary,no,27,yes,no
C05534,35,London,management,married,secondary,no,976,yes,no
C05536,40,South West,services,single,secondary,yes,-356,yes,no
C05537,36,East of England,others,married,primary,no,762,yes,no
C05538,42,South East,admin,single,tertiary,no,4029,yes,no
C05539,36,North West,management,single,tertiary,no,1019,yes,no
