custID,contact,duration,response
C07694,unknown,155,no
C07695,unknown,633,no
C07696,unknown,510,no
C07698,unknown,58,no
C07700,unknown,170,no
C07702,unknown,129,no
C07703,unknown,134,no
C07704,unknown,129,no
C07706,unknown,371,no
C07707,unknown,145,no
C07708,unknown,136,no
C07709,unknown,63,no
C07710,unknown,143,no
C07711,unknown,151,no
C07712,unknown,56,no
C07713,unknown,35,no
C07714,unknown,298,no
C07717,unknown,827,no
C07720,unknown,557,no
C07721,unknown,59,no
C07722,unknown,38,no
C07723,unknown,170,no
C07727,unknown,141,no
C07728,unknown,76,no
C07731,unknown,251,no
C07732,unknown,238,no
C07735,unknown,84,no
C07736,unknown,371,no
C07738,unknown,103,no
C07739,unknown,206,no
C07741,unknown,265,no
C07743,unknown,254,no
C07744,unknown,464,no
C07747,unknown,613,no
C07748,unknown,156,no
C07749,unknown,1212,no
C07750,unknown,200,no
C07751,unknown,96,no
C07752,unknown,171,no
C07754,unknown,53,no
C07755,unknown,91,no
C07756,unknown,185,no
C07758,unknown,515,no
C07760,unknown,192,no
C07762,unknown,422,no
C07763,unknown,76,no
C07765,unknown,296,no
C07766,unknown,462,no
C07767,unknown,378,no
C07768,unknown,1343,yes
C07769,unknown,288,no
C07772,unknown,60,no
C07773,unknown,340,no
C07774,unknown,668,no
C07776,unknown,113,no
C07777,unknown,123,no
C07780,unknown,322,no
C07781,unknown,475,no
C07782,unknown,130,no
C07783,unknown,183,no
C07786,unknown,88,no
C07787,unknown,509,no
C07788,unknown,152,no
C07789,unknown,147,no
C07790,unknown,97,no
C07795,unknown,224,no
C07797,unknown,58,no
C07798,unknown,137,no
C07799,unknown,126,no
C07800,unknown,142,no
C07801,unknown,312,no
C07803,unknown,825,no
C07804,unknown,240,no
C07805,unknown,116,no
C07806,unknown,103,no
C07808,unknown,66,no
C07812,unknown,1980,yes
C07813,unknown,84,no
C07814,unknown,358,no
C07815,unknown,521,no
C07816,unknown,200,no
C07817,unknown,62,no
C07818,unknown,265,no
C07819,unknown,618,no
C07821,unknown,199,no
C07822,unknown,722,yes
C07823,unknown,888,no
C07824,unknown,510,no
C07825,unknown,355,no
C07826,unknown,150,no
C07827,unknown,170,no
C07828,unknown,191,no
C07830,unknown,243,no
C07832,unknown,267,no
C07834,unknown,216,no
C07835,unknown,78,no
C07838,unknown,212,no
C07840,unknown,67,no
C07842,unknown,41,no
C07843,unknown,108,no
C07844,unknown,408,no
C07845,unknown,272,no
C07846,unknown,281,no
C07847,unknown,742,no
C07848,unknown,166,no
C07849,unknown,376,no
C07851,unknown,16,no
C07854,unknown,161,no
C07856,unknown,275,no
C07857,unknown,170,no
C07858,unknown,66,no
C07859,unknown,199,no
C07860,unknown,274,no
C07861,unknown,136,no
C07862,unknown,62,no
C07863,unknown,58,no
C07865,unknown,319,no
C07866,unknown,352,no
C07867,unknown,228,yes
C07868,unknown,230,no
C07869,unknown,178,no
C07870,unknown,42,no
C07871,unknown,124,no
C07872,unknown,171,no
C07874,unknown,66,no
C07877,unknown,101,no
C07878,unknown,100,no
C07879,unknown,78,no
C07881,unknown,181,no
C07883,unknown,390,no
C07884,unknown,324,no
C07885,unknown,163,no
C07887,unknown,72,no
C07889,unknown,54,no
C07890,unknown,231,no
C07891,unknown,833,no
C07892,unknown,124,no
C07893,unknown,57,no
C07894,unknown,115,no
C07895,unknown,43,no
C07897,unknown,81,no
C07898,unknown,273,no
C07900,unknown,288,no
C07901,unknown,247,no
C07902,unknown,85,no
C07904,unknown,170,no
C07906,unknown,370,no
C07907,unknown,137,no
C07908,unknown,293,no
C07910,unknown,46,no
C07912,unknown,104,no
C07913,unknown,164,no
C07915,unknown,891,yes
C07916,unknown,34,no
C07917,unknown,745,yes
C07919,unknown,99,no
C07920,unknown,148,no
C07921,unknown,84,no
C07922,unknown,435,no
C07923,unknown,539,yes
C07925,unknown,510,no
C07926,unknown,59,no
C07928,unknown,122,no
C07929,unknown,84,no
C07930,unknown,33,no
C07931,unknown,43,no
C07932,unknown,288,no
C07933,unknown,385,no
C07935,unknown,81,no
C07936,unknown,53,no
C07937,unknown,436,no
C07938,unknown,41,no
C07940,unknown,232,no
C07941,unknown,97,no
C07942,unknown,82,no
C07943,unknown,60,no
C07944,unknown,163,no
C07945,unknown,141,no
C07947,unknown,206,no
C07948,unknown,170,no
C07949,unknown,251,no
C07950,unknown,25,no
C07951,unknown,120,no
C07952,unknown,123,no
C07953,unknown,28,no
C07954,unknown,1193,yes
C07955,unknown,116,no
C07956,unknown,127,no
C07959,unknown,93,no
C07960,unknown,72,no
C07961,unknown,119,no
C07963,unknown,80,no
C07964,unknown,132,no
C07966,unknown,140,no
C07967,unknown,57,no
C07968,unknown,130,no
C07969,unknown,251,no
C07970,unknown,71,no
C07971,unknown,52,no
C07972,unknown,243,no
C07973,unknown,357,no
C07974,unknown,243,no
C07975,unknown,108,no
C07976,unknown,68,no
C07980,unknown,51,no
C07982,unknown,88,no
C07984,unknown,360,no
C07985,unknown,63,no
C07986,unknown,550,no
C07987,unknown,133,no
C07988,unknown,68,no
C07989,unknown,175,no
C07990,unknown,202,no
C07991,unknown,192,no
C07993,unknown,145,no
C07994,unknown,230,no
C07995,unknown,338,no
C07996,unknown,65,no
C07997,unknown,205,no
C07998,unknown,92,no
C07999,unknown,268,no
C08000,unknown,185,no
C08001,unknown,65,no
C08003,unknown,362,no
C08004,unknown,367,no
C08005,unknown,230,no
C08007,unknown,63,no
C08008,unknown,493,no
C08009,unknown,113,no
C08010,unknown,21,no
C08011,unknown,215,no
C08013,unknown,21,no
C08014,unknown,171,no
C08015,unknown,526,yes
C08016,unknown,245,no
C08017,unknown,107,no
C08018,unknown,394,yes
C08020,unknown,517,no
C08023,unknown,40,no
C08025,unknown,651,no
C08026,unknown,129,no
C08027,unknown,409,no
C08028,unknown,144,no
C08030,unknown,101,no
C08031,unknown,67,no
C08032,unknown,64,no
C08034,unknown,70,no
C08035,unknown,1036,yes
C08037,unknown,172,no
C08039,unknown,26,no
C08042,unknown,151,no
C08043,unknown,464,no
C08045,unknown,68,no
C08046,unknown,464,no
C08047,unknown,389,no
C08049,unknown,128,no
C08050,unknown,88,no
C08051,unknown,123,no
C08055,unknown,490,no
C08056,unknown,232,no
C08057,unknown,61,no
C08058,unknown,537,no
C08059,unknown,231,no
C08060,unknown,197,no
C08062,unknown,281,no
C08063,unknown,447,no
C08066,unknown,127,no
C08067,unknown,42,no
C08069,unknown,579,no
C08070,unknown,535,no
C08071,unknown,180,no
C08072,unknown,159,no
C08074,unknown,239,no
C08075,unknown,95,no
C08076,unknown,156,no
C08077,unknown,89,no
C08078,unknown,74,no
C08079,unknown,174,no
C08082,unknown,193,no
C08083,unknown,815,yes
C08084,unknown,215,no
C08085,unknown,563,yes
C08086,unknown,273,no
C08087,unknown,258,no
C08088,unknown,329,no
C08089,unknown,34,no
C08091,unknown,76,no
C08092,unknown,920,no
C08093,unknown,152,no
C08094,unknown,130,no
C08095,unknown,21,no
C08096,unknown,118,no
C08098,unknown,122,no
C08099,unknown,445,no
C08100,unknown,425,no
C08102,unknown,317,no
C08103,unknown,184,no
C08105,unknown,82,no
C08107,unknown,83,no
C08108,unknown,209,no
C08109,unknown,53,no
C08110,unknown,381,no
C08111,unknown,210,no
C08112,unknown,278,no
C08113,unknown,193,no
C08114,unknown,183,no
C08116,unknown,69,no
C08117,unknown,24,no
C08118,unknown,143,no
C08119,unknown,68,no
C08123,unknown,54,no
C08124,unknown,98,no
C08125,unknown,45,no
C08126,unknown,121,no
C08127,unknown,377,no
C08128,unknown,180,no
C08129,unknown,283,no
C08130,unknown,312,no
C08131,unknown,147,no
C08132,unknown,169,no
C08133,unknown,178,no
C08136,unknown,362,no
C08137,unknown,162,no
C08138,unknown,72,no
C08140,unknown,1068,yes
C08141,unknown,599,no
C08142,unknown,101,no
C08144,unknown,306,no
C08147,unknown,94,no
C08148,unknown,658,no
C08153,unknown,490,no
C08154,unknown,140,no
C08158,unknown,88,no
C08159,unknown,118,no
C08160,unknown,426,no
C08161,unknown,230,yes
C08163,unknown,169,no
C08166,unknown,102,no
C08167,unknown,214,no
C08168,unknown,572,no
C08170,unknown,124,no
C08171,unknown,105,no
C08172,unknown,171,no
C08176,unknown,163,no
C08177,unknown,304,no
C08178,unknown,469,no
C08179,unknown,45,no
C08180,unknown,249,no
C08182,unknown,758,no
C08183,unknown,466,no
C08184,unknown,200,no
C08186,unknown,430,no
C08187,unknown,747,yes
C08188,unknown,147,no
C08189,unknown,131,no
C08192,unknown,339,no
C08194,unknown,201,no
C08195,unknown,56,no
C08196,unknown,231,no
C08197,unknown,91,no
C08198,unknown,146,no
C08199,unknown,187,no
C08200,unknown,269,no
C08202,unknown,221,no
C08203,unknown,347,no
C08204,unknown,255,no
C08205,unknown,71,no
C08207,unknown,276,no
C08208,unknown,41,no
C08211,unknown,612,no
C08213,unknown,159,no
C08214,unknown,671,yes
C08215,unknown,76,no
C08216,unknown,117,no
C08218,unknown,252,no
C08219,unknown,555,yes
C08221,unknown,350,no
C08222,unknown,157,no
C08223,unknown,87,no
C08225,unknown,222,no
C08228,unknown,176,no
C08229,unknown,335,no
C08230,unknown,142,no
C08231,unknown,267,no
C08232,unknown,86,no
C08233,unknown,129,no
C08235,unknown,111,no
C08236,unknown,136,no
C08237,unknown,108,no
C08238,unknown,71,no
C08241,unknown,252,no
C08242,unknown,518,no
C08244,unknown,140,no
C08245,unknown,144,no
C08246,unknown,303,no
C08247,unknown,171,no
C08248,unknown,132,no
C08249,unknown,288,no
C08250,unknown,73,no
C08251,unknown,230,no
C08252,unknown,82,no
C08253,unknown,626,no
C08254,unknown,345,no
C08255,unknown,75,no
C08256,unknown,214,no
C08260,unknown,204,no
C08261,unknown,360,no
C08263,unknown,267,no
C08264,unknown,290,no
C08265,unknown,136,no
C08267,unknown,32,no
C08268,unknown,777,yes
C08270,unknown,91,no
C08271,unknown,198,no
C08272,unknown,164,no
C08274,unknown,53,no
C08275,unknown,349,no
C08276,unknown,178,no
C08277,unknown,532,no
C08279,unknown,164,no
C08282,unknown,392,no
C08283,unknown,213,no
C08284,unknown,18,no
C08285,unknown,393,no
C08286,unknown,746,no
C08288,unknown,142,no
C08290,unknown,229,no
C08291,unknown,261,no
C08293,unknown,74,no
C08295,unknown,115,no
C08296,unknown,178,no
C08298,unknown,100,no
C08299,unknown,61,no
C08300,unknown,754,no
C08301,unknown,55,no
C08302,unknown,130,no
C08303,unknown,509,no
C08305,unknown,239,no
C08306,unknown,468,no
C08308,unknown,442,no
C08309,unknown,1576,no
C08311,unknown,134,no
C08312,unknown,28,no
C08313,unknown,92,no
C08315,unknown,217,no
C08316,unknown,134,no
C08317,unknown,111,no
C08318,unknown,222,no
C08319,unknown,75,no
C08320,unknown,179,no
C08321,unknown,110,no
C08323,unknown,548,no
C08324,unknown,16,no
C08325,unknown,213,no
C08327,unknown,312,no
C08328,unknown,280,no
C08330,unknown,253,no
C08331,unknown,184,no
C08332,unknown,43,no
C08333,unknown,310,no
C08334,unknown,90,no
C08335,unknown,194,no
C08336,unknown,984,no
C08337,unknown,85,no
C08338,unknown,153,no
C08341,unknown,605,yes
C08342,unknown,180,no
C08343,unknown,94,no
C08345,unknown,707,yes
C08346,unknown,432,yes
C08349,unknown,154,no
C08350,unknown,70,no
C08351,unknown,48,no
C08352,unknown,182,no
C08353,unknown,150,no
C08354,unknown,209,no
C08355,unknown,86,no
C08356,unknown,67,no
C08357,unknown,197,no
C08358,unknown,87,no
C08359,unknown,75,no
C08360,unknown,450,no
C08362,unknown,174,no
C08363,unknown,180,no
C08364,unknown,20,no
C08366,unknown,73,no
C08367,unknown,55,no
C08368,unknown,222,no
C08369,unknown,267,no
C08370,unknown,69,no
C08371,unknown,186,no
C08372,unknown,63,no
C08373,unknown,166,no
C08374,unknown,332,no
C08375,unknown,542,no
C08376,unknown,301,no
C08378,unknown,115,no
C08379,unknown,159,no
C08381,unknown,159,no
C08384,unknown,1173,yes
C08385,unknown,206,no
C08386,unknown,438,no
C08387,unknown,250,no
C08389,unknown,147,no
C08390,unknown,275,no
C08391,unknown,26,no
C08392,unknown,202,no
C08394,unknown,50,no
C08395,unknown,236,no
C08396,unknown,272,no
C08397,unknown,112,no
C08398,unknown,384,no
C08399,unknown,361,no
C08400,unknown,49,no
C08402,unknown,148,no
C08404,unknown,409,no
C08408,unknown,579,no
C08409,unknown,183,no
C08410,unknown,117,no
C08411,unknown,210,no
C08412,unknown,175,no
C08413,unknown,186,no
C08414,unknown,23,no
C08416,unknown,68,no
C08418,unknown,132,no
C08420,unknown,363,no
C08421,unknown,517,no
C08422,unknown,315,no
C08423,unknown,143,no
C08424,unknown,73,no
C08425,unknown,45,no
C08426,unknown,447,no
C08428,unknown,119,no
C08429,unknown,150,no
C08431,unknown,166,no
C08433,unknown,404,no
C08434,unknown,280,no
C08435,unknown,157,no
C08436,unknown,170,no
C08437,unknown,80,no
C08438,unknown,34,no
C08439,unknown,258,no
C08440,unknown,291,no
C08441,unknown,126,no
C08442,unknown,88,no
C08443,unknown,941,yes
C08444,unknown,349,no
C08445,unknown,170,no
C08446,unknown,102,no
C08448,unknown,384,no
C08449,unknown,440,no
C08450,unknown,143,no
C08451,unknown,284,no
C08452,unknown,290,no
C08454,unknown,247,no
C08455,unknown,123,no
C08457,unknown,103,no
C08460,unknown,1025,yes
C08462,unknown,21,no
C08463,unknown,243,no
C08466,unknown,192,no
C08467,unknown,145,no
C08468,unknown,288,no
C08469,unknown,23,no
C08472,unknown,379,no
C08473,unknown,406,no
C08475,unknown,393,no
C08476,unknown,116,no
C08477,unknown,25,no
C08478,unknown,118,no
C08479,unknown,75,no
C08480,unknown,54,no
C08482,unknown,404,no
C08485,unknown,227,no
C08486,unknown,123,no
C08488,unknown,100,no
C08489,unknown,303,no
C08490,unknown,732,yes
C08491,unknown,366,no
C08492,unknown,228,no
C08493,unknown,14,no
C08494,unknown,193,no
C08496,unknown,220,no
C08497,unknown,32,no
C08498,unknown,231,no
C08499,unknown,242,no
C08500,unknown,310,no
C08501,unknown,216,no
C08502,unknown,119,no
C08504,unknown,128,no
C08505,unknown,185,no
C08506,unknown,722,no
C08507,unknown,240,no
C08509,unknown,138,no
C08510,unknown,361,no
C08511,unknown,418,no
C08513,unknown,177,no
C08514,unknown,84,no
C08515,unknown,435,no
C08516,unknown,120,no
C08517,unknown,825,no
C08518,unknown,51,no
C08519,unknown,238,no
C08523,unknown,1045,yes
C08524,unknown,188,no
C08525,unknown,231,no
C08527,unknown,170,no
C08529,unknown,676,no
C08530,unknown,192,no
C08531,unknown,258,no
C08533,unknown,860,no
C08534,unknown,680,no
C08535,unknown,165,no
C08536,unknown,356,no
C08538,unknown,173,no
C08539,unknown,294,no
C08540,unknown,216,no
C08542,unknown,220,no
C08543,unknown,641,no
C08544,unknown,38,no
C08546,unknown,94,no
C08547,unknown,478,no
C08548,unknown,35,no
C08549,unknown,46,no
C08550,unknown,89,no
C08551,unknown,130,no
C08552,unknown,35,no
C08553,unknown,263,no
C08554,unknown,143,no
C08556,unknown,164,no
C08557,unknown,245,no
C08558,unknown,43,no
C08560,unknown,768,yes
C08561,unknown,327,no
C08562,unknown,215,no
C08563,unknown,200,no
C08565,unknown,801,yes
C08566,unknown,31,no
C08567,unknown,114,no
C08569,unknown,201,no
C08571,unknown,482,yes
C08574,unknown,329,no
C08575,unknown,94,no
C08576,unknown,59,no
C08577,unknown,111,no
C08578,unknown,72,no
C08579,unknown,199,no
C08580,unknown,271,no
C08581,unknown,589,no
C08582,unknown,199,no
C08584,unknown,179,no
C08586,unknown,242,no
C08587,unknown,129,no
C08588,unknown,50,no
C08590,unknown,178,no
C08591,unknown,81,no
C08592,unknown,327,no
C08593,unknown,604,no
C08594,unknown,137,no
C08595,unknown,72,no
C08596,unknown,199,no
C08597,unknown,372,no
C08598,unknown,167,no
C08599,unknown,788,no
C08601,unknown,51,no
C08602,unknown,161,no
C08603,unknown,25,no
C08605,unknown,30,no
C08607,unknown,277,no
C08608,unknown,215,no
C08609,unknown,133,no
C08611,unknown,134,no
C08613,unknown,80,no
C08614,unknown,220,no
C08615,unknown,495,no
C08618,unknown,348,no
C08620,unknown,559,no
C08621,unknown,441,no
C08623,unknown,662,no
C08626,unknown,323,no
C08627,unknown,176,no
C08628,unknown,117,no
C08629,unknown,1259,yes
C08632,unknown,350,no
C08633,unknown,136,no
C08635,unknown,71,no
C08636,unknown,137,no
C08637,unknown,497,no
C08638,unknown,81,no
C08640,unknown,68,no
C08641,unknown,248,no
C08642,unknown,11,no
C08643,unknown,313,no
C08644,unknown,397,no
C08645,unknown,58,no
C08646,unknown,164,no
C08647,unknown,1363,yes
C08648,unknown,296,no
C08650,unknown,1030,no
C08651,unknown,266,no
C08653,unknown,56,no
C08654,unknown,143,no
C08656,unknown,342,no
C08657,unknown,340,no
C08658,unknown,59,no
C08659,unknown,72,no
C08661,unknown,354,no
C08662,unknown,77,no
C08663,unknown,157,no
C08664,unknown,109,no
C08665,unknown,187,no
C08667,unknown,246,no
C08668,unknown,118,no
C08669,unknown,254,no
C08670,unknown,281,no
C08671,unknown,94,no
C08674,unknown,148,no
C08675,unknown,583,no
C08678,unknown,87,no
C08679,unknown,666,no
C08680,unknown,73,no
C08681,unknown,70,no
C08682,unknown,68,no
C08683,unknown,267,no
C08684,unknown,193,no
C08686,unknown,19,no
C08687,unknown,604,no
C08688,unknown,290,no
C08689,unknown,67,no
C08691,unknown,113,no
C08693,unknown,52,no
C08694,unknown,197,no
C08695,unknown,235,no
C08696,unknown,120,no
C08697,unknown,1516,no
C08698,unknown,28,no
C08700,unknown,25,no
C08702,unknown,226,no
C08703,unknown,113,no
C08704,unknown,196,no
C08705,unknown,272,no
C08706,unknown,281,no
C08707,unknown,1336,yes
C08708,unknown,173,no
C08709,unknown,735,no
C08711,unknown,25,no
C08714,unknown,89,no
C08715,unknown,99,no
C08717,unknown,407,no
C08718,unknown,250,no
C08722,unknown,1138,no
C08723,unknown,107,no
C08724,unknown,242,no
C08725,unknown,135,no
C08726,unknown,96,no
C08727,unknown,66,no
C08728,unknown,131,no
C08730,unknown,267,no
C08731,unknown,213,no
C08733,unknown,109,no
C08735,unknown,129,no
C08737,unknown,103,no
C08738,unknown,71,no
C08739,unknown,406,no
C08740,unknown,66,no
C08742,unknown,166,no
C08744,unknown,121,no
C08745,unknown,524,yes
C08746,unknown,1141,yes
C08748,unknown,313,no
C08749,unknown,18,no
C08750,unknown,355,no
C08752,unknown,265,no
C08753,unknown,84,no
C08755,unknown,109,no
C08756,unknown,578,yes
C08757,unknown,142,no
C08758,unknown,749,no
C08759,unknown,102,no
C08761,unknown,984,yes
C08763,unknown,215,no
C08766,unknown,386,no
C08767,unknown,194,no
C08768,unknown,91,no
C08769,unknown,98,no
C08771,unknown,132,no
C08772,unknown,279,no
C08773,unknown,347,no
C08774,unknown,1045,no
C08775,unknown,1519,no
C08778,unknown,83,no
C08780,unknown,77,no
C08782,unknown,355,no
C08784,unknown,87,no
C08785,unknown,178,no
C08786,unknown,174,no
C08789,unknown,89,no
C08791,unknown,216,no
C08793,unknown,69,no
C08794,unknown,184,no
C08795,unknown,161,no
C08796,unknown,301,no
C08797,unknown,236,no
C08799,unknown,182,no
C08801,unknown,139,no
C08802,unknown,48,no
C08805,unknown,119,no
C08808,unknown,235,no
C08809,unknown,90,no
C08810,unknown,444,no
C08811,unknown,283,no
C08812,unknown,767,yes
C08813,unknown,123,no
C08814,unknown,236,no
C08816,unknown,104,no
C08818,unknown,525,yes
C08819,unknown,525,no
C08820,unknown,238,no
C08822,unknown,563,yes
C08823,unknown,433,no
C08824,unknown,52,no
C08825,unknown,235,no
C08826,unknown,149,no
C08828,unknown,357,no
C08830,unknown,98,no
C08831,unknown,171,no
C08832,unknown,219,no
C08833,unknown,1449,yes
C08834,unknown,257,no
C08835,unknown,920,yes
C08836,unknown,79,no
C08837,unknown,103,no
C08838,unknown,833,no
C08840,unknown,45,no
C08842,unknown,344,no
C08843,unknown,272,no
C08844,unknown,204,no
C08845,unknown,156,no
C08846,unknown,213,no
C08847,unknown,159,no
C08848,unknown,153,no
C08849,unknown,29,no
C08850,unknown,15,no
C08851,unknown,38,no
C08853,unknown,139,no
C08854,unknown,81,no
C08855,unknown,597,no
C08856,unknown,174,no
C08857,unknown,142,no
C08858,unknown,393,no
C08860,unknown,61,no
C08861,unknown,99,no
C08863,unknown,187,no
C08864,unknown,188,no
C08865,unknown,298,no
C08866,unknown,113,no
C08867,unknown,201,no
C08868,unknown,264,no
C08870,unknown,180,no
C08872,unknown,69,no
C08873,unknown,84,no
C08874,unknown,324,no
C08875,unknown,222,no
C08876,unknown,608,no
C08878,unknown,298,no
C08879,unknown,1224,no
C08880,unknown,173,no
C08881,unknown,134,no
C08882,unknown,245,no
C08884,unknown,49,no
C08885,unknown,1181,yes
C08888,unknown,106,no
C08889,unknown,249,no
C08890,unknown,908,yes
C08891,unknown,92,no
C08892,unknown,404,no
C08894,unknown,135,no
C08895,unknown,37,no
C08897,unknown,117,no
C08898,unknown,14,no
C08900,unknown,60,no
C08901,unknown,235,no
C08902,unknown,285,no
C08903,unknown,112,no
C08904,unknown,99,no
C08905,unknown,208,no
C08906,unknown,132,no
C08907,unknown,151,no
C08908,unknown,163,no
C08909,unknown,135,no
C08910,unknown,179,no
C08911,unknown,329,no
C08912,unknown,126,no
C08913,unknown,126,no
C08915,unknown,209,no
C08917,unknown,341,no
C08918,unknown,17,no
C08919,unknown,167,no
C08920,unknown,152,no
C08921,unknown,84,no
C08922,unknown,341,no
C08924,unknown,423,no
C08925,unknown,111,no
C08927,unknown,87,no
C08928,unknown,227,no
C08929,unknown,34,no
C08930,unknown,130,no
C08931,unknown,169,no
C08933,unknown,46,no
C08934,unknown,39,no
C08935,unknown,282,no
C08936,unknown,112,no
C08938,unknown,69,no
C08939,unknown,299,no
C08940,unknown,80,no
C08941,unknown,729,no
C08943,unknown,229,no
C08945,unknown,165,no
C08946,unknown,216,no
C08947,unknown,122,no
C08950,unknown,702,no
C08952,unknown,361,no
C08953,unknown,140,no
C08954,unknown,382,no
C08955,unknown,128,no
C08958,unknown,292,no
C08960,unknown,156,no
C08962,unknown,399,no
C08963,unknown,222,no
C08964,unknown,243,no
C08965,unknown,243,no
C08966,unknown,38,no
C08969,unknown,178,no
C08970,unknown,308,no
C08971,unknown,27,no
C08972,unknown,80,no
C08973,unknown,75,no
C08974,unknown,168,no
C08975,unknown,160,no
C08976,unknown,179,no
C08977,unknown,504,yes
C08978,unknown,25,no
C08980,unknown,147,no
C08981,unknown,83,no
C08982,unknown,773,no
C08983,unknown,135,no
C08985,unknown,104,no
C08986,unknown,400,no
C08987,unknown,827,no
C08988,unknown,112,no
C08989,unknown,124,no
C08990,unknown,56,no
C08991,unknown,124,no
C08992,unknown,224,no
C08993,unknown,172,no
C08994,unknown,636,no
C08995,unknown,40,no
C08997,unknown,396,no
C08998,unknown,487,no
C08999,unknown,221,no
C09004,unknown,69,no
C09006,unknown,78,no
C09007,unknown,131,no
C09008,unknown,170,no
C09009,unknown,397,no
C09012,unknown,208,yes
C09013,unknown,133,no
C09015,unknown,57,no
C09016,unknown,21,no
C09017,unknown,47,no
C09018,unknown,89,no
C09019,unknown,163,no
C09020,unknown,86,no
C09021,unknown,142,no
C09022,unknown,492,no
C09025,unknown,189,no
C09026,unknown,812,yes
C09027,unknown,99,no
C09030,unknown,169,no
C09031,unknown,202,no
C09032,unknown,271,no
C09035,unknown,175,no
C09036,unknown,67,no
C09038,unknown,1167,no
C09039,unknown,647,no
C09040,unknown,74,no
C09041,unknown,910,yes
C09042,unknown,65,no
C09043,unknown,21,no
C09044,unknown,292,no
C09045,unknown,1446,yes
C09046,unknown,85,no
C09047,unknown,60,no
C09048,unknown,132,no
C09050,unknown,1149,yes
C09051,unknown,179,no
C09052,unknown,67,no
C09054,unknown,133,no
C09056,unknown,331,no
C09057,unknown,174,no
C09058,unknown,190,no
C09059,unknown,409,no
C09061,unknown,139,no
C09062,unknown,420,no
C09063,unknown,247,no
C09065,unknown,52,no
C09066,unknown,170,no
C09067,unknown,70,no
C09068,unknown,89,no
C09070,unknown,1123,yes
C09071,unknown,39,no
C09072,unknown,225,no
C09073,unknown,36,no
C09075,unknown,118,no
C09076,unknown,627,no
C09077,unknown,428,no
C09079,unknown,166,no
C09082,unknown,452,no
C09084,unknown,272,no
C09085,unknown,152,no
C09087,unknown,247,no
C09088,unknown,508,yes
C09089,unknown,315,no
C09091,unknown,414,no
C09092,unknown,202,no
C09093,unknown,107,no
C09094,unknown,285,no
C09095,unknown,290,no
C09096,unknown,257,no
C09097,unknown,90,no
C09098,unknown,150,no
C09101,unknown,108,no
C09102,unknown,560,no
C09103,unknown,153,no
C09105,unknown,736,yes
C09106,unknown,127,no
C09108,unknown,590,yes
C09110,unknown,74,no
C09112,unknown,53,no
C09113,unknown,370,no
C09114,unknown,419,no
C09115,unknown,355,no
C09116,unknown,280,no
C09118,unknown,222,no
C09119,unknown,251,no
C09120,unknown,117,no
C09121,unknown,237,no
C09122,unknown,1009,no
C09124,unknown,636,yes
C09126,unknown,83,no
C09127,unknown,164,no
C09128,unknown,103,no
C09129,unknown,280,no
C09130,unknown,22,no
C09132,unknown,127,no
C09133,unknown,426,no
C09135,unknown,701,yes
C09136,unknown,57,no
C09137,unknown,227,no
C09138,unknown,115,no
C09140,unknown,267,no
C09143,unknown,489,no
C09144,unknown,761,yes
C09147,unknown,66,no
C09148,unknown,471,no
C09150,unknown,107,no
C09151,unknown,113,no
C09155,unknown,169,no
C09156,unknown,620,no
C09158,unknown,18,no
C09159,unknown,23,no
C09161,unknown,348,no
C09163,unknown,57,no
C09164,unknown,71,no
C09165,unknown,96,no
C09167,unknown,346,no
C09169,unknown,237,no
C09170,unknown,52,no
C09171,unknown,309,no
C09175,unknown,201,no
C09179,unknown,87,no
C09182,unknown,20,no
C09183,unknown,340,no
C09184,unknown,387,no
C09186,unknown,1084,no
C09188,unknown,190,no
C09190,unknown,82,no
C09191,unknown,34,no
C09192,unknown,94,no
C09194,unknown,563,no
C09195,unknown,741,no
C09196,unknown,40,no
C09197,unknown,85,no
C09198,unknown,128,no
C09199,unknown,163,no
C09200,unknown,21,no
C09201,unknown,17,no
C09203,unknown,49,no
C09204,unknown,138,no
C09205,unknown,197,no
C09206,unknown,1865,yes
C09209,unknown,175,no
C09210,unknown,817,yes
C09211,unknown,179,no
C09212,unknown,181,no
C09213,unknown,181,no
C09214,unknown,77,no
C09216,unknown,228,no
C09217,unknown,158,no
C09218,unknown,247,no
C09219,unknown,1302,no
C09221,unknown,127,no
C09222,unknown,63,no
C09223,unknown,517,no
C09224,unknown,86,no
C09225,unknown,420,no
C09226,unknown,333,no
C09227,unknown,26,no
C09228,unknown,57,no
C09229,unknown,127,no
C09230,unknown,272,no
C09232,unknown,101,no
C09233,unknown,152,no
C09234,unknown,97,no
C09235,unknown,61,no
C09236,unknown,92,no
C09238,unknown,494,yes
C09239,unknown,138,no
C09241,unknown,412,no
C09242,unknown,955,no
C09243,unknown,1018,yes
C09244,unknown,90,no
C09245,unknown,729,no
C09246,unknown,159,no
C09248,unknown,314,no
C09249,unknown,74,no
C09251,unknown,193,no
C09253,unknown,231,no
C09254,unknown,353,no
C09255,unknown,805,no
C09256,unknown,19,no
C09258,unknown,102,no
C09259,unknown,150,no
C09261,unknown,91,no
C09262,unknown,869,no
C09264,unknown,115,no
C09265,unknown,93,no
C09266,unknown,884,yes
C09267,unknown,209,no
C09268,unknown,85,no
C09269,unknown,295,no
C09271,unknown,323,no
C09272,unknown,648,no
C09273,unknown,21,no
C09274,unknown,312,no
C09275,unknown,162,no
C09278,unknown,541,no
C09279,unknown,221,no
